Player,Cost,Pos,OFF,TEC,STA,DEF,POW,SPD,Total,Special Skills,Red Positions,Series
Terry,31,DF,462,826,615,1000,932,492,4327,Tackle + Aerial Duel,CB,BDR2 (2014-15)
Montolivo,31,MF,777,936,721,700,690,603,4427,Stealth Pass + Frontline Feed,OMF+DMF,BDR2 (2014-15)
Kompany,30,DF,448,826,599,978,924,525,4300,Chasing + Aerial Duel,CB,BDR2 (2014-15)
Chiellini,30,DF,437,615,723,980,945,486,4186,Chasing + Aerial Duel,CB,BDR2 (2014-15)
Di Natale,30,FW,947,884,305,485,782,851,4254,Striker's Instinct + Trick Shot,CF,BDR2 (2014-15)
B. Valero,30,MF,899,926,612,524,555,755,4271,Stealth Pass + Frontline Feed,OMF+DMF,BDR2 (2014-15)
Skrtel,29,DF,471,573,682,892,873,627,4118,Chasing + Aerial Duel,CB,BDR2 (2014-15)
I. Casillas,29,GK,402,896,649,970,624,741,4282,The Sentinel + Quick Save,GK,BDR2 (2014-15)
Tiago,29,MF,746,862,595,627,644,699,4173,Stealth Pass + Frontline Feed,OMF+DMF,BDR2 (2014-15)
Hart,28,GK,382,774,534,951,800,720,4161,Shield of Iron,GK,BDR2 (2014-15)
Mandanda,28,GK,376,765,617,962,776,668,4164,Shield of Iron,GK,BDR2 (2014-15)
Ranocchia,28,DF,448,661,667,886,754,615,4031,Flamboyant Feed,CB,BDR2 (2014-15)
Nagatomo,28,DF,658,648,864,690,401,851,4112,Speedster + Chasing,RSB+LSB+LMF,BDR2 (2014-15)
Schneiderlin,28,MF,574,645,651,768,752,698,4088,Destroyer,DMF+RMF,BDR2 (2014-15)
Gonalons,28,MF,582,636,683,743,742,589,3975,Power Tackle,DMF,BDR2 (2014-15)
Lacazette,28,FW,920,646,693,411,586,793,4049,Striker's Instinct,CF+LWG+RWG+RMF,BDR2 (2014-15)
Krul,27,GK,349,768,520,951,780,752,4120,Shield of Iron,GK,BDR2 (2014-15)
Glik,27,DF,514,553,658,802,943,506,3976,Aerial Duel,CB,BDR2 (2014-15)
Perrin,27,DF,532,642,645,758,726,594,3897,Flamboyant Feed,CB+RSB,BDR2 (2014-15)
Kurzawa,27,DF,590,612,612,684,663,663,3824,Elegant Cross,LSB,BDR2 (2014-15)
Bruno,27,DF,549,728,576,758,632,680,3923,Killer Pass,DMF,BDR2 (2014-15)
Wijnaldum,27,MF,844,734,731,438,380,720,3847,Speedster,OMF+RWG,BDR2 (2014-15)
Buffon,33,GK,481,961,631,1062,970,785,4890,The Sentinel + Quick Save,GK,BDR1 (2013-14 Season2)
Lahm,33,DF,715,801,856,869,784,821,4846,Early Cross + Technician,RSB+LSB+DMF,BDR1 (2013-14 Season2)
Gerrard,33,MF,845,786,711,736,1022,833,4833,Bullet Shot + Chasing,OMF+DMF,BDR1 (2013-14 Season2)
Xavi,33,MF,975,1062,751,591,681,796,4856,Stealth Pass + Technician,OMF+DMF,BDR1 (2013-14 Season2)
I. Casillas,32,GK,452,910,555,1048,934,849,4748,The Sentinel + Quick Save,GK,BDR1 (2013-14 Season2)
Totti,32,FW,953,961,421,585,991,691,4602,Stealth Pass + Technician,CF+LWG+OMF,BDR1 (2013-14 Season2)
Puyol,31,DF,502,834,644,999,964,614,4557,Chasing + Aerial Duel,CB+RSB,BDR1 (2013-14 Season2)
Schweinsteiger,31,MF,752,781,745,747,768,778,4571,Stealth Pass + Chasing,OMF+RMF+DMF,BDR1 (2013-14 Season2)
Chiellini,30,DF,472,581,701,947,967,554,4222,Chasing + Aerial Duel,CB,BDR1 (2013-14 Season2)
De Rossi,30,MF,682,661,754,749,957,591,4394,Chasing + Aerial Duel,DMF,BDR1 (2013-14 Season2)
Giggs,30,MF,937,964,556,508,698,697,4360,Early Cross + Speed Dribble,OMF+DMF+LMF+LWG,BDR1 (2013-14 Season2)
Sergio Ramos,29,DF,487,588,700,901,804,702,4182,Chasing + Frontline Feed,CB+RSB,BDR1 (2013-14 Season2)
Lampard,29,MF,867,821,635,541,704,687,4255,Block Buster + Stealth Pass,OMF+DMF,BDR1 (2013-14 Season2)
Hart,28,GK,331,852,532,987,954,657,4313,The Sentinel,GK,BDR1 (2013-14 Season2)
Ferdinand,28,DF,404,526,671,921,861,580,3963,Block,CB,BDR1 (2013-14 Season2)
Terry,28,DF,489,711,521,867,898,540,4026,Aerial Duel,CB,BDR1 (2013-14 Season2)
J. Zanetti,28,MF,481,653,571,878,856,707,4146,Destroyer,DMF+RMF+RSB,BDR1 (2013-14 Season2)
Di Natale,27,FW,902,757,369,355,744,769,3896,Striker's Instinct + Trick Shot,CF,BDR1 (2013-14 Season2)
Walcott,27,FW,811,574,582,484,547,924,3922,Speedster,RWG+RMF,BDR1 (2013-14 Season2)
Mandanda,26,GK,338,883,491,888,932,663,4195,The Sentinel,GK,BDR1 (2013-14 Season2)
Cambiasso,26,MF,582,608,531,667,709,662,3759,Destroyer,DMF,BDR1 (2013-14 Season2)
Tiago,26,MF,664,600,525,584,699,649,3721,Killer Pass,DMF,BDR1 (2013-14 Season2)
Koke,26,MF,778,701,611,517,682,692,3981,Killer Pass,OMF+DMF+LMF,BDR1 (2013-14 Season2)
Abbiati,25,GK,329,858,477,862,906,644,4076,Shield of Iron,GK,BDR1 (2013-14 Season2)
De Jong,25,MF,602,687,592,582,545,545,3553,Killer Pass,OMF,BDR1 (2013-14 Season2)
Rosicky,25,MF,885,892,298,385,662,756,3878,Technician,OMF+RMF,BDR1 (2013-14 Season2)
Ledesma,25,MF,578,576,504,621,672,624,3575,Killer Pass,DMF,BDR1 (2013-14 Season2)
Mavuba,25,MF,584,576,504,614,671,623,3572,Destroyer,DMF,BDR1 (2013-14 Season2)
Neymar Jr,37,FW,1092,1103,653,663,621,1117,5249,Trick Shot + Speedster,CF+LWG,SNV (2014-15)
James,36,MF,1039,1058,630,647,674,996,5044,Striker's Instinct + Speed Dribble,OMF+RMF+RWG,SNV (2014-15)
Götze,35,MF,1011,926,603,637,815,967,4959,Trick Shot + Stealth Pass,CF+LWG+OMF,SNV (2014-15)
Oscar,35,MF,1009,1068,774,658,527,936,4972,Stealth Pass + Speed Dribble,OMF+RMF+RWG,SNV (2014-15)
Courtois,35,GK,567,978,647,1085,948,863,5088,The Sentinel + Quick Save,GK,SNV (2014-15)
Pogba,35,MF,841,805,816,797,926,758,4943,Block Buster + Tackle,OMF+DMF,SNV (2014-15)
Koke,34,MF,868,994,847,736,657,703,4805,Stealth Pass + Early Cross,OMF+RMF+LMF,SNV (2014-15)
Griezmann,33,FW,975,802,694,580,705,936,4692,Striker's Instinct + Early Cross,LWG+LMF+OMF,SNV (2014-15)
Dybala,33,FW,982,756,627,567,748,998,4678,Striker's Instinct + Speed Dribble,CF,SNV (2014-15)
Lucas,33,MF,967,864,638,583,537,1058,4647,Speed Dribble + Technician,RMF+OMF+RWG,SNV (2014-15)
Lacazette,32,FW,939,715,725,574,714,888,4555,Striker's Instinct + Speed Dribble,CF+RWG+LWG+RMF,SNV (2014-15)
Eriksen,32,MF,846,932,715,682,537,885,4597,Long Ranger + Stealth Pass,OMF+LMF,SNV (2014-15)
Coutinho,32,MF,967,870,601,547,558,996,4539,Long Ranger + Speedster,RWG+LWG+OMF,SNV (2014-15)
Verratti,31,MF,724,814,700,768,637,838,4481,Chasing + Frontline Feed,OMF+DMF,SNV (2014-15)
Carvajal,31,DF,756,735,735,731,612,898,4467,Speed Dribble + Early Cross,RSB,SNV (2014-15)
Shaw,30,DF,726,729,676,727,730,763,4351,Chasing + Speed Dribble,LSB,SNV (2014-15)
Lukaku,30,FW,963,605,596,467,985,731,4347,Striker's Instinct + First Time Volley,CF,SNV (2014-15)
Sterling,30,MF,922,793,525,493,523,985,4241,Striker's Instinct + Speed Dribble,RWG+RMF+OMF,SNV (2014-15)
Laporte,29,DF,469,637,623,902,895,547,4073,Destroyer,CB+LSB,SNV (2014-15)
De Vrij,29,DF,457,725,593,925,922,553,4175,Tackle + Frontline Feed,CB,SNV (2014-15)
Phil Jones,29,DF,446,587,637,941,902,635,4148,Chasing + Aerial Duel,CB+RSB,SNV (2014-15)
Morata,29,FW,911,723,593,462,732,741,4162,Striker's Instinct + Feint Dribble,CF+LWG+LMF,SNV (2014-15)
Iñigo,28,DF,426,546,635,893,826,604,3930,Power Tackle,CB,SNV (2014-15)
Mangala,28,DF,472,409,575,874,886,802,4018,Destroyer,CB,SNV (2014-15)
F. Anderson,28,MF,,,,,,,0,Speedster,LWG+LMF+OMF,SNV (2014-15)
Rafinha,28,MF,744,685,631,583,606,720,3969,Technician,RWG+RMF+OMF,SNV (2014-15)
Canales,28,MF,867,692,553,473,605,826,4016,Killer Pass,LWG+LMF+OMF,SNV (2014-15)
El Shaarawy,28,FW,906,785,385,425,576,931,4008,Striker's Instinct + Speed Dribble,CF+RWG+LMF,SNV (2014-15)
Muniain,28,FW,892,752,525,431,461,883,3944,Speedster,LWG+LMF,SNV (2014-15)
Perin,27,GK,356,740,508,940,736,701,3981,The Sentinel,GK,SNV (2014-15)
Manolas,27,DF,495,502,656,817,822,674,3966,Power Tackle,CB,SNV (2014-15)
Gayá,27,DF,590,607,674,684,547,734,3836,Speedster,LSB,SNV (2014-15)
Bernat,27,DF,572,623,603,702,608,721,3829,Elegant Cross,LSB+LMF,SNV (2014-15)
Semih,27,DF,514,541,758,802,743,606,3964,Power Tackle,CB,SNV (2014-15)
Kakuta,27,MF,801,735,600,473,396,802,3807,Speedster,LMF+LWG,SNV (2014-15)
Chamberlain,27,MF,752,733,531,563,436,893,3908,Long Ranger,RMF+RWG,SNV (2014-15)
Barkley,27,MF,799,762,513,487,524,752,3837,Technician,LMF+OMF,SNV (2014-15)
Lamela,27,MF,906,800,532,367,411,806,3822,Speedster,RMF+OMF+RWG,SNV (2014-15)
Ronaldo,38,FW,1128,856,759,677,950,1062,5432,First Time Volley + Speedster,CF+LWG+LMF,TOP (2014-15)
Messi,38,FW,1117,1124,726,689,683,1086,5425,Striker's Instinct + Speed Dribble,CF+RWG,TOP (2014-15)
Neymar Jr,37,FW,1085,1088,716,663,630,1079,5261,Long Ranger + Speed Dribble,CF+LWG,TOP (2014-15)
Kun Agüero,37,FW,1082,950,758,673,788,1003,5254,Striker's Instinct + Speed Dribble,CF+LWG,TOP (2014-15)
Ibrahimović,36,FW,1078,828,653,624,1150,771,5104,Bullet Shot + Unstoppable Header,CF,TOP (2014-15)
Robben,36,MF,1088,936,604,617,774,1098,5117,Bullet Shot + Speed Dribble,RWG+RMF+LMF,TOP (2014-15)
Tevez,35,FW,1032,875,828,648,824,848,5055,Striker's Instinct + Speed Dribble,CF,TOP (2014-15)
Alexis,34,FW,1013,886,712,611,691,959,4872,Striker's Instinct + Early Cross,CF+RWG+LWG,TOP (2014-15)
Diego Costa,34,FW,1028,740,668,599,1035,801,4871,First Time Volley + Speedster,CF,TOP (2014-15)
Griezmann,33,FW,995,855,663,580,684,947,4724,Striker's Instinct + Early Cross,LWG+LMF+OMF,TOP (2014-15)
Benzema,33,FW,984,872,703,597,719,861,4736,Striker's Instinct + Stealth Pass,CF+LWG,TOP (2014-15)
Lewandowski,33,FW,1012,830,749,551,773,788,4703,Striker's Instinct + Unstoppable Header,CF,TOP (2014-15)
Hazard,33,FW,965,870,650,624,672,987,4768,Striker's Instinct + Speed Dribble,LWG+LMF,TOP (2014-15)
Pogba,32,MF,801,750,721,737,909,705,4623,Block Buster + Tackle,OMF+DMF,TOP (2014-15)
Mandžukić,32,FW,997,770,788,546,813,709,4623,Striker's Instinct + First Time Volley,CF,TOP (2014-15)
Silva,32,MF,956,935,616,576,603,914,4600,Long Ranger + Stealth Pass,OMF+RMF+LMF,TOP (2014-15)
Rooney,32,FW,960,811,781,600,740,738,4630,Striker's Instinct + Chasing,CF+OMF,TOP (2014-15)
Cavani,32,FW,965,821,791,585,700,751,4613,Striker's Instinct + Chasing,CF+LWG,TOP (2014-15)
Lacazette,32,FW,941,851,733,572,634,821,4552,Striker's Instinct + Speed Dribble,CF+RWG+LWG+RMF,TOP (2014-15)
V. Persie,31,FW,975,828,672,514,732,760,4481,Striker's Instinct + First Time Volley,CF+LWG,TOP (2014-15)
Kane,31,FW,959,768,739,527,759,709,4461,Striker's Instinct + Unstoppable Header,CF,TOP (2014-15)
Gerrard,30,MF,785,900,529,656,910,554,4334,Long Ranger + Aerial Duel,OMF+DMF,TOP (2014-15)
Bacca,30,FW,936,780,627,485,712,724,4264,Trick Shot + Speed Dribble,CF+RWG+RMF,TOP (2014-15)
Di Natale,30,FW,930,867,503,479,665,812,4256,Striker's Instinct + Trick Shot,CF,TOP (2014-15)
Totti,29,FW,897,886,567,482,723,577,4132,Striker's Instinct + Stealth Pass,CF+LWG+OMF,TOP (2014-15)
Klose,29,FW,926,812,538,442,756,640,4114,Unstoppable Header,CF,TOP (2014-15)
Menez,29,FW,908,734,560,462,601,858,4123,Speedster,CF+LWG+OMF,TOP (2014-15)
Dybala,29,FW,932,720,602,467,595,893,4209,Striker's Instinct + Speed Dribble,CF,TOP (2014-15)
Memphis,29,FW,914,765,637,478,493,889,4176,Speedster,LWG+RWG,TOP (2014-15)
Vázquez,28,MF,898,785,669,496,655,626,4129,Long Ranger,OMF+CF,TOP (2014-15)
Eriksen,28,MF,886,770,745,432,498,625,3956,Killer Pass,LMF+OMF,TOP (2014-15)
Palacio,28,FW,886,750,688,501,562,741,4128,Speed Dribble,CF+RWG,TOP (2014-15)
Aduriz,28,FW,880,710,639,478,731,639,4077,Unstoppable Header,CF,TOP (2014-15)
Gignac,28,FW,904,697,634,434,724,634,4027,Striker's Instinct,CF,TOP (2014-15)
De Jong,28,FW,894,688,685,447,668,636,4018,Unstoppable Header,CF,TOP (2014-15)
Austin,28,FW,888,692,635,432,688,635,3970,First Time Volley,CF,TOP (2014-15)
Sterling,27,MF,802,778,505,513,503,849,3950,Speedster,RMF+OMF+RWG,TOP (2014-15)
M. Gomez,27,FW,856,674,555,424,720,604,3833,Striker's Instinct,CF,TOP (2014-15)
Icardi,27,FW,898,659,624,391,655,649,3876,Striker's Instinct,CF,TOP (2014-15)
Toni,27,FW,912,751,489,387,889,486,3914,Unstoppable Header,CF,TOP (2014-15)
Carlos V,27,FW,866,773,476,415,493,813,3836,Speedster,CF+RWG+RMF,TOP (2014-15)
Berbatov,27,FW,864,800,515,413,650,584,3826,First Time Volley,CF+OMF,TOP (2014-15)
Giroud,27,FW,900,668,583,409,880,519,3959,Striker's Instinct,CF,TOP (2014-15)
Benteke,27,FW,864,621,600,408,804,527,3824,Unstoppable Header,CF,TOP (2014-15)
Lukaku,27,FW,873,562,514,417,805,700,3871,Speedster,CF,TOP (2014-15)
Ronaldo,38,FW,1115,900,673,700,951,1092,5431,First Time Volley + Speedster,CF+LWG,MVS (2014-15)
Messi,38,FW,1090,1133,702,699,636,1100,5360,Striker's Instinct + Speed Dribble,CF+RWG,MVS (2014-15)
Neuer,37,GK,602,996,647,1135,992,840,5212,The Sentinel + Quick Save,GK,MVS (2014-15)
Robben,37,MF,1110,1024,436,635,899,1114,5218,Bullet Shot + Speed Dribble,RWG+RMF,MVS (2014-15)
Kun Agüero,37,FW,1084,952,760,677,790,1006,5269,Striker's Instinct + Speed Dribble,CF+LWG,MVS (2014-15)
Ibrahimović,36,FW,1080,830,655,630,1157,777,5129,Bullet Shot + Unstoppable Header,CF,MVS (2014-15)
Fábregas,35,MF,955,1008,800,712,793,751,5019,Chasing + Frontline Feed,OMF+DMF,MVS (2014-15)
Tevez,35,FW,1034,875,830,640,826,850,5055,Striker's Instinct + First Time Volley,CF,MVS (2014-15)
Rooney,34,FW,952,830,752,680,930,770,4914,Striker's Instinct + Chasing,CF+OMF,MVS (2014-15)
Lloris,33,GK,527,935,657,1027,858,759,4763,The Sentinel + Quick Save,GK,MVS (2014-15)
Marcelo,33,DF,812,851,725,774,702,816,4680,Early Cross + Speed Dribble,LSB,MVS (2014-15)
Ivanović,33,DF,609,701,781,972,967,707,4737,Chasing + Aerial Duel,CB+RSB,MVS (2014-15)
Sneijder,33,MF,952,935,561,604,751,871,4674,Bullet Shot + Stealth Pass,OMF+RMF+LMF,MVS (2014-15)
Lacazette,33,FW,958,765,760,602,760,856,4701,Striker's Instinct + Speed Dribble,CF+RWG+LWG+RMF,MVS (2014-15)
Griezmann,33,FW,979,812,700,595,715,941,4742,Striker's Instinct + Early Cross,LWG+OMF+LMF,MVS (2014-15)
S. Cazorla,32,MF,940,1003,552,600,596,886,4577,Stealth Pass + Technician,LWG+OMF+LMF,MVS (2014-15)
De Gea,32,GK,530,889,604,998,800,847,4668,The Sentinel + Quick Save,GK,MVS (2014-15)
Chiellini,32,DF,487,660,778,1056,1035,490,4506,Chasing + Aerial Duel,CB,MVS (2014-15)
C. Bravo,32,GK,533,925,600,997,836,711,4602,The Sentinel + Quick Save,GK,MVS (2014-15)
Pjanić,31,MF,942,974,701,567,562,748,4494,Long Ranger + Stealth Pass,OMF,MVS (2014-15)
J. Moutinho,31,MF,909,886,871,620,587,732,4605,Stealth Pass + Frontline Feed,RWG+OMF+RMF,MVS (2014-15)
Mertesacker,31,DF,527,725,866,970,957,493,4538,Chasing + Aerial Duel,CB,MVS (2014-15)
Sirigu,30,GK,462,935,526,984,896,651,4454,The Sentinel + Quick Save,GK,MVS (2014-15)
Otamendi,30,DF,478,625,716,965,840,758,4382,Chasing + Aerial Duel,CB,MVS (2014-15)
Memphis,30,FW,947,678,647,500,628,998,4398,Striker's Instinct + Speedster,RWG+LWG,MVS (2014-15)
Toni,30,FW,957,759,550,475,1100,567,4408,Striker's Instinct + Unstoppable Header,CF,MVS (2014-15)
Skrtel,30,DF,487,622,766,958,947,608,4388,Chasing + Aerial Duel,CB,MVS (2014-15)
Mandanda,29,GK,447,804,527,954,805,780,4317,Shield of Iron,GK,MVS (2014-15)
Gonalons,29,MF,526,536,784,857,748,756,4207,Destroyer,DMF,MVS (2014-15)
De Jong,29,MF,608,668,684,796,748,715,4219,Destroyer,DMF,MVS (2014-15)
Sterling,29,MF,917,767,531,488,567,947,4217,Speedster,RWG+RMF+OMF,MVS (2014-15)
Kane,29,FW,952,728,689,447,739,709,4264,Striker's Instinct + Unstoppable Header,CF,MVS (2014-15)
Bacca,29,FW,946,637,608,487,827,847,4352,Trick Shot + Speed Dribble,CF+RWG+RMF,MVS (2014-15)
Dybala,29,FW,967,725,578,438,600,958,4266,Striker's Instinct + Speedster,CF,MVS (2014-15)
Icardi,29,FW,935,693,685,487,698,828,4326,Striker's Instinct + First Time Volley,CF,MVS (2014-15)
Cillessen,28,GK,407,860,538,937,837,626,4205,Shield of Iron,GK,MVS (2014-15)
De Vrij,28,DF,457,618,527,895,886,682,4065,Destroyer,CB,MVS (2014-15)
Juanfran,28,DF,678,621,681,677,655,755,4067,Elegant Cross,RSB+RMF,MVS (2014-15)
Nainggolan,28,MF,706,788,729,652,605,605,4085,Destroyer,DMF+OMF+LMF,MVS (2014-15)
Parejo,28,MF,718,698,694,640,665,651,4066,Killer Pass,OMF+DMF,MVS (2014-15)
Fernandinho,28,MF,664,653,638,695,712,727,4089,Flamboyant Feed,DMF,MVS (2014-15)
Di Natale,28,FW,901,822,498,459,629,778,4087,Striker's Instinct,CF,MVS (2014-15)
Aduriz,28,FW,898,700,636,458,717,666,4075,Unstoppable Header,CF,MVS (2014-15)
Nolito,28,FW,911,809,541,444,518,853,4076,Speedster,LWG+LMF,MVS (2014-15)
Perin,27,GK,376,802,469,920,768,720,4055,The Sentinel,GK,MVS (2014-15)
Kjær,27,DF,437,553,524,879,893,670,3956,Destroyer,CB,MVS (2014-15)
Hilton,27,DF,443,601,572,867,809,646,3938,Flamboyant Feed,CB,MVS (2014-15)
Candreva,27,MF,877,690,599,428,622,712,3928,Elegant Cross,RMF+RWG+OMF,MVS (2014-15)
Krychowiak,27,MF,611,578,626,697,833,581,3926,Power Tackle,DMF,MVS (2014-15)
Menez,27,FW,888,717,536,392,524,786,3843,Speedster,CF+RWG+RMF+OMF,MVS (2014-15)
Lukaku,27,FW,883,608,506,417,872,626,3912,Striker's Instinct,CF,MVS (2014-15)
Austin,27,FW,888,684,651,422,627,662,3934,First Time Volley,CF,MVS (2014-15)
Ronaldo,43,FW,1184,1031,1061,834,915,1029,6054,Unstoppable Header + Speedster,CF+LWG,HPS (2015-16)
Robben,41,MF,1185,1066,700,744,997,1095,5787,Bullet Shot + Speed Dribble,RMF+RWG,HPS (2015-16)
Neymar Jr,41,FW,1157,1143,980,772,595,1141,5788,Long Ranger + Speed Dribble,CF+LWG,HPS (2015-16)
Bale,39,MF,1120,906,912,731,815,1064,5548,Striker's Instinct + Speedster,OMF+CF+RWG,HPS (2015-16)
Di María,38,FW,,,,,,,0,Stealth Pass + Speed Dribble,LWG+RWG+LMF,HPS (2015-16)
Willian,37,MF,1027,928,940,717,683,946,5241,Early Cross + Speed Dribble,OMF+RMF+RWG,HPS (2015-16)
Lacazette,37,FW,,,,,,,0,,LWG+CF+RWG+RMF,HPS (2015-16)
Jordi Alba,36,DF,892,827,946,812,660,977,5114,Chasing + Speed Dribble,LSB+LMF,HPS (2015-16)
Griezmann,36,FW,996,942,827,725,688,949,5127,Unstoppable Header + Speed Dribble,CF+RWG+RMF,HPS (2015-16)
Vardy,36,FW,998,760,995,716,739,928,5136,Striker's Instinct + Speed Dribble,CF+LWG+LMF,HPS (2015-16)
Bonaventura,35,MF,879,874,886,781,729,831,4980,Long Ranger + Speed Dribble,DMF+OMF+LMF+LWG,HPS (2015-16)
Lukaku,35,FW,1000,721,796,671,1076,780,5044,Striker's Instinct + Unstoppable Header,CF,HPS (2015-16)
Coman,35,FW,1012,924,730,642,608,1046,4962,Long Ranger + Speed Dribble,CF+LWG,HPS (2015-16)
Lucas,34,MF,943,897,690,674,577,1075,4856,Technician + Speed Dribble,OMF+RMF+RWG,HPS (2015-16)
Mahrez,34,MF,966,867,784,637,653,926,4833,Stealth Pass + Speed Dribble,OMF+RMF,HPS (2015-16)
Bacca,34,FW,985,841,705,624,845,838,4838,Striker's Instinct + Speed Dribble,CF+RWG+RMF,HPS (2015-16)
Morata,34,FW,989,873,747,626,792,817,4844,Striker's Instinct + Feint Dribble,CF+LWG+LMF,HPS (2015-16)
Walcott,34,FW,961,816,761,633,628,936,4735,Striker's Instinct + Speed Dribble,CF+RWG+RMF,HPS (2015-16)
Bellerín,33,DF,752,752,794,817,655,938,4708,Early Cross + Speed Dribble,RSB+RMF,HPS (2015-16)
Filipe Luís,33,DF,667,746,796,902,738,860,4709,Chasing + Speed Dribble,LSB,HPS (2015-16)
Wijnaldum,33,MF,898,828,848,660,646,793,4673,Stealth Pass + Speed Dribble,OMF+RWG,HPS (2015-16)
Sterling,33,MF,1005,837,736,565,655,912,4710,Striker's Instinct + Speed Dribble,LMF+RMF+LWG+RWG,HPS (2015-16)
J. Navas,33,MF,928,885,857,642,410,988,4710,Early Cross + Speed Dribble,RMF+RWG,HPS (2015-16)
Memphis,33,FW,947,751,728,623,667,1013,4729,Striker's Instinct + Speed Dribble,LWG+RWG+LMF,HPS (2015-16)
Sturridge,33,FW,,,,,,,0,Striker's Instinct + Speed Dribble,CF+RWG,HPS (2015-16)
M. Salah,33,FW,942,855,762,628,624,899,4710,Chasing + Speed Dribble,RWG+RMF,HPS (2015-16)
Telles,32,DF,702,757,832,822,614,847,4574,Technician,LSB+LMF,HPS (2015-16)
Manolas,32,DF,580,651,777,955,735,909,4607,Destroyer,CB,HPS (2015-16)
Shaqiri,32,MF,,,,,,,0,,LMF+RMF+RWG,HPS (2015-16)
Lens,32,MF,,,,,,,0,,LMF+RMF+LWG+RWG+CF,HPS (2015-16)
Carlos V.,32,FW,838,776,741,679,680,855,4569,,CF+RWG+RMF,HPS (2015-16)
Trémoulinas,31,DF,,,,,,,0,,LSB+LMF,HPS (2015-16)
F. Anderson,31,MF,826,788,728,654,554,890,4440,Speedster,LMF+OMF+RMF+LWG+RWG,HPS (2015-16)
Remy,31,FW,933,727,711,548,691,832,4442,Speedster,CF,HPS (2015-16)
Fabinho,30,DF,,,,,,,0,,RSB,HPS (2015-16)
Feghouli,30,MF,868,802,709,568,565,796,4308,Elegant Cross,OMF+RMF+RWG,HPS (2015-16)
Ziyech,30,MF,839,779,760,597,571,762,4308,Killer Pass,OMF,HPS (2015-16)
Cuadrado,30,FW,,,,,,,0,,RWG+RMF,HPS (2015-16)
Callejón,30,FW,842,783,776,594,515,796,4306,Striker's Instinct,CF+RWG+RMF,HPS (2015-16)
Berardi,30,FW,856,771,738,580,599,764,4308,Speedster,LWG+CF+RWG,HPS (2015-16)
P. Piatti,30,FW,,,,,,,0,,LWG+LMF,HPS (2015-16)
Burak,30,FW,954,659,712,481,751,747,4304,Block Buster,CF,HPS (2015-16)
Valencia,30,FW,894,713,756,529,677,726,4295,Technician,RWG+RMF+RSB,HPS (2015-16)
Gradel,29,MF,,,,,,,0,Speedster,LMF+RMF+LWG+RWG,HPS (2015-16)
Zaha,29,MF,,,,,,,0,,RMF+RWG,HPS (2015-16)
Bruma,29,DF,515,624,675,860,778,585,4037,Destroyer,CB,HPS (2015-16)
Diouf,29,FW,,,,,,,0,Unstoppable Header,CF+RWG,HPS (2015-16)
Boëtius,29,FW,,,,,,,0,,LWG+LMF,HPS (2015-16)
Narsingh,29,FW,827,694,646,564,615,826,4172,Speedster,CF+RWG+OMF,HPS (2015-16)
Ntep,29,FW,840,760,607,551,661,754,4173,Speedster,LWG+LMF,HPS (2015-16)
Sansone,29,FW,,,,,,,0,,LWG+CF+RWG,HPS (2015-16)
Morata,34,FW,978,873,647,619,829,910,4856,Unstoppable Header + Speedster,CF+LWG+LMF,SPS (2016)
Baggio (Lv. 1),50,FW,752,717,539,463,524,685,3680,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 2),50,FW,774,738,555,476,539,705,3787,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 3),50,FW,797,760,571,490,555,726,3899,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 4),50,FW,823,785,590,506,573,750,4027,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 5),50,FW,846,806,606,520,589,770,4137,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 6),50,FW,872,831,625,537,607,794,4266,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 7),50,FW,898,856,644,553,626,818,4395,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 8),50,FW,924,881,662,569,644,842,4522,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 9),50,FW,951,907,681,585,662,866,4652,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 10),50,FW,981,935,703,604,683,893,4799,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Baggio (Lv. 11),50,FW,1214,1157,870,747,846,1106,5940,Striker's Instinct + Speed Dribble,CF+OMF,Legend
Inzaghi (Lv. 1),50,FW,674,421,496,302,519,622,3034,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 2),50,FW,694,433,510,311,534,640,3122,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 3),50,FW,714,446,525,320,550,659,3214,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 4),50,FW,738,460,543,330,568,681,3320,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 5),50,FW,758,473,558,339,583,699,3410,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
Inzaghi (Lv. 6),50,FW,781,488,575,350,602,721,3517,Striker's Instinct + Unstoppable Header + Speed Dribble,CF,Legend
